bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
20181705110348,Improving low cost sensor based vehicle positioning with Machine Learning,"Belhajem, Ikram and Ben Maissa, Yann and Tamtaoui, Ahmed",Control Engineering Practice,2018,Compendex (Engineering Village) ,168 - 176,74,"Current fleet management solutions rely on real time vehicle information to efficiently resolve transportation problems. In this study, a novel robust approach based on combining the Extended Kalman Filter (EKF) with Machine Learning techniques, Neural Networks or Support Vector Machines, is introduced to improve the accuracy of vehicle position estimation and circumvent the EKF limitations. The proposed solution guarantees also a low cost by using the Global Positioning System enhanced with Dead Reckoning integrated sensors. To verify our approach, extensive simulation tests are conducted on field data sets and very promising progress is obtained in the estimated vehicle position.<br/> &copy; 2018 Elsevier Ltd",article,,http://dx.doi.org/10.1016/j.conengprac.2018.03.006,,,Costs;Extended Kalman filters;Genetic algorithms;Global positioning system;Intelligent systems;Learning systems;Navigation;Neural networks;Particle swarm optimization (PSO);Smart city;Support vector machines;Vehicles;,,09670661,English,Dead reckoning;Extensive simulations;Integrated sensors;Intelligent transportation systems;Low costs;Machine learning techniques;Transportation problem;Vehicle positioning;,,"43234,0005208333","43255,106724537",gxferreira,,Duplicated,
20175204578551,Eco-Driving Assistance System for a Manual Transmission Bus Based on Machine Learning,"Ma, Hongjie and Xie, Hui and Brown, David",IEEE Transactions on Intelligent Transportation Systems,2018,Compendex (Engineering Village) ,572 - 581,19,"Driving assistance systems (DAS) is a key technology to improve fuel economy for in-use vehicles. This also reduces the operational cost of running a fleet of these vehicles, such as city buses. In this paper, we develop a novel white-box evaluation model using machine learning for a manual transmission bus based on previous research about fuel consumption sensitivity to driving style. Using the proposed evaluation model, an algorithm for learning path planning (LPP) for a driving style is also proposed. The LPP method plans a step-by-step shortest learning path for different driving styles to achieve eco-driving, while increasing the driver's acceptance and adaptation of DAS. Simulation results based on vehicle and engine physical models show that the proposed evaluation model, a pure data model, can be used as an alternative to physical model for the eco-driving prompt strategy. The results of the verification show that the proposed strategy can progressively guide the driver to improve the fuel consumption by 6.25% with minimal changes to driver's driving task and driving style.<br/> &copy; 2000-2011 IEEE.",article,,http://dx.doi.org/10.1109/TITS.2017.2775633,,,Artificial intelligence;Behavioral research;Buses;Data structures;Decision trees;Engines;Fleet operations;Fuels;Intelligent vehicle highway systems;Learning algorithms;Learning systems;Man machine systems;Motion planning;Optimization;Planning;Trees (mathematics);Vehicles;,,15249050,English,driver evaluation;Driving assistance systems;Driving styles;Eco-driving;Evaluation modeling;Key technologies;Manual transmissions;Physical model;,,"43234,0005208333","43255,1070601852",gxferreira,,Duplicated,
20173504090592,Road friction estimation for connected vehicles using supervised machine learning,"Panahandeh, Ghazaleh and Ek, Erik and Mohammadiha, Nasser","IEEE Intelligent Vehicles Symposium, Proceedings",2017,Compendex (Engineering Village) ,1262 - 1267,,"In this paper, the problem of road friction prediction from a fleet of connected vehicles is investigated. A framework is proposed to predict the road friction level using both historical friction data from the connected cars and data from weather stations, and comparative results from different methods are presented. The problem is formulated as a classification task where the available data is used to train three machine learning models including logistic regression, support vector machine, and neural networks to predict the friction class (slippery or non-slippery) in the future for specific road segments. In addition to the friction values, which are measured by moving vehicles, additional parameters such as humidity, temperature, and rainfall are used to obtain a set of descriptive feature vectors as input to the classification methods. The proposed prediction models are evaluated for different prediction horizons (0 to 120 minutes in the future) where the evaluation shows that the neural networks method leads to more stable results in different conditions. &copy; 2017 IEEE.",inproceedings,,http://dx.doi.org/10.1109/IVS.2017.7995885,,,Artificial intelligence;Classification (of information);Forecasting;Friction;Intelligent vehicle highway systems;Learning systems;Roads and streets;Supervised learning;Transportation;Tribology;Vehicles;,,,English,Classification methods;Classification tasks;Logistic regressions;Machine learning models;Prediction horizon;Prediction model;Supervised machine learning;Weather stations;,,"43234,0005208333","43255,1058564815",gxferreira,,Duplicated,
20171803622314,Analysis of Warranty Data to Identify Improvements to Vehicle Reliability and Service Information,"Mikulec, Nick and Felke, Tim and Bangale, Shaunak",SAE International Journal of Passenger Cars - Electronic and Electrical Systems,2017,Compendex (Engineering Village) ,,10,"It is common for an automotive OEM to produce a wide variety of automotive models related to a common platform. As such, it is important to analyze how these variants perform with relation to reliability and warranty claims relative to each other. This paper illustrates techniques that have been applied to use warranty claim information to assess the relative reliability and incident rates for DTC occurrences, component removals, and co-occurrences with other DTCs for a family of Vehicle applications. These results are then used to identify common root cause failure modes and DTCs on specific vehicle applications that perform worse than fleet averages, and components with much lower reliability than components in similar applications. The paper concludes with an assessment of how warranty information can be used to identify precursors to future failures, identify material requirements by region and to identify product improvements in either hardware, software or service procedures. &copy; 2017 Honeywell International Inc.",article,,http://dx.doi.org/10.4271/2017-01-1687,,,Artificial intelligence;Fleet operations;Learning systems;Reliability;Supervised learning;Vehicles;,,19464614,English,data science;Material requirements;Product improvement;Supervised machine learning;Unsupervised machine learning;Vehicle applications;Vehicle reliability;Warranty claims;,,"43234,0005208333","43255,1085763889",gxferreira,,Duplicated,
20172803940153,Particle swarm optimization for integrated production-distribution scheduling problem,"Pornsing, Choosak and Tharawetcharak, Pattrawet and Jomthong, Peerapop and Tonglim, Tongtang","2017 3rd International Conference on Control, Automation and Robotics, ICCAR 2017",2017,Compendex (Engineering Village) ,322 - 325,,"This paper introduces an artificial intelligent technique to solve a complex problem, an integrated production-distribution scheduling (IPDS) problem. The problem governs with capacitated single-facility, multi-product, multi-retailer, and a homogenous vehicle fleet. The objective is to minimize the total costs of the whole supply chain. We make use of an evolutionary computation technique, particle swarm optimization (PSO), to solve the problem. The proposed method is tested on 7 datasets and compared with a competitive optimizer, CPLEX. The results show that the proposed method yields acceptable solutions with low computational time. &copy; 2017 IEEE.",inproceedings,,http://dx.doi.org/10.1109/ICCAR.2017.7942711,,,Artificial intelligence;Evolutionary algorithms;Fleet operations;Problem solving;Robotics;Scheduling;Supply chains;Swarm intelligence;,,,English,Artificial intelligent techniques;Complex problems;Computational time;Evolutionary computation techniques;Integrated production;Multi-products;Multi-retailers;Single facilities;,,"43234,0005208333","43255,1073148148",gxferreira,,Duplicated,
20181104900225,Spatial decision support system for the route management for milk collection from dairy farms,"Amiama, C. and Pereira, J.M. and Carpente, L. and Salgado, J.",Transportation Letters,2015,Compendex (Engineering Village) ,279 - 288,7,"In this research, a new spatial decision support system (SDSS) was developed, which solves the milk collection problem in two stages. First it applies an algorithm, employing heuristic techniques, generating solutions in a short period of time. In a second step, a graphic interface has been developed, which allows interaction and changes to be carried out in a rapid and intuitive way on the routes generated by the routing algorithm. The route manager can also carry out a broad range of What if'' simulations to find the solution that minimizes cost. With the use of this tool, significant savings have been obtained in terms of the collection time and kilometers covered by freight, while still keeping the current fleet of vehicles. Sensitivity analysis shows that the total cost of the process is more sensitive to increasing truck capacity than duplicating vehicle working shifts. The existence of farms with difficult access increases the collection costs substantially.<br/> &copy; 2015 Institute of Materials, Minerals and Mining.",article,,http://dx.doi.org/10.1179/1942787515Y.0000000001,,,Artificial intelligence;Cost benefit analysis;Costs;Decision making;Fleet operations;Heuristic methods;Logistics;Sensitivity analysis;,,19427867,English,Fleet management;Heuristics;Location-routing;Milk collection;Spatial decision support systems;Transport planning;Transportation cost;,,"43234,0005208333","43255,1085532407",gxferreira,,Duplicated,
20171903640060,Combining pickups and deliveries in vehicle routing  An assessment of carbon emission effects,"Turkensteen, Marcel and Hasle, Geir",Transportation Research Part C: Emerging Technologies,2017,Compendex (Engineering Village) ,117 - 132,80,"This paper studies the effect on carbon emissions of consolidation of shipments on trucks. New positioning and communication technologies, as well as decision support systems for vehicle routing, enable better utilization of vehicle capacity, reduced travel distance, and thereby carbon emission reductions. We present a novel carbon emission analysis method that determines the emission savings obtained by an individual transport provider, who receives customer orders for outbound deliveries as well as pickup orders from supply locations. The transport provider can improve vehicle utilization by performing pickups and deliveries jointly instead of using separate trucks. In our model we assume that the transport provider minimizes costs by use of a tool that calculates detailed vehicle routing plans, i.e., an assignment of each transport order to a specific vehicle in the fleet, and the sequence of customer visit for each vehicle. We compare a basic set-up, in which pickups and deliveries are segregated and performed with separate vehicles, with two consolidation set-ups where pickups and deliveries may be mixed more or less freely on a single vehicle. By allowing mixing, the average vehicle load will increase and the total driven distance will decrease. To compare carbon emissions for the three set-ups, we use a carbon assessment method that uses the distance driven and the average load factor. An increase in the load factor can reduce part of the emission savings from consolidation. We find that emission savings are relatively large in case of small vehicles and for delivery and pickup locations that are relatively far from the depot. However, if a truck visits many demand and supply locations before returning to the depot, we observe negligible carbon emission decreases or even emission increases for consolidation set-ups, meaning that in such cases investing in consolidation through joint pickups and deliveries may not be effective. The results of our study will be useful for transport users and providers, policymakers, as well as vehicle routing technology vendors. &copy; 2017 Elsevier Ltd",article,,http://dx.doi.org/10.1016/j.trc.2017.04.006,,,Artificial intelligence;Automobiles;Consolidation;Decision support systems;Emission control;Fleet operations;Location;Pickups;Trucks;Vehicle routing;,,0968090X,English,Carbon emission reductions;Carbon emissions;Communication technologies;Demand and supply;Pickup and delivery;Routing technologies;Specific vehicles;Vehicle utilization;,,"43234,0005208333","43255,1074884259",gxferreira,,Duplicated,
20174104268952,An improved ant colony optimization for green multi-depot vehicle routing problem with time windows,"Kaabachi, Islem and Jriji, Dorra and Krichen, Saoussen","Proceedings - 18th IEEE/ACIS International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing, SNPD 2017",2017,Compendex (Engineering Village) ,339 - 344,,"We investigate in this paper a new variant of multi-depot vehicle routing problem with time windows is studied (GMDVRPTW), an extension of the MDVRPTW. In the new variant, the proposed GMDVRPTW consists of determining the vehicle's speed in order to minimize a function comprising fuel consumption and resulting emission costs. An integer programming model is formulated with two objectives to find the minimum travel cost and total fuel consumption and CO<inf>2</inf>emissions under the constrains of time window, capacity of the vehicle, the fleet size. As the problem is an NP-Hard problem, we develop an improved meta-heuristic, based on an ant colony optimization and local search to solve the problem. The results show that the proposed approach is competitive in terms of solution quality. &copy; 2017 IEEE.",inproceedings,,http://dx.doi.org/10.1109/SNPD.2017.8022743,,,Ant colony optimization;Artificial intelligence;Computational complexity;Fleet operations;Heuristic algorithms;Integer programming;Optimization;Software engineering;Vehicle routing;Vehicles;,,,English,Improved ant colony optimization;Integer programming models;Metaheuristic;Multi depot vehicle routing problem with time windows;Multi-depot vehicle routing problems;Routing problems;Solution quality;Time windows;,,"43234,0005208333","43255,1062731482",gxferreira,,Duplicated,
20164402966854,Heterogeneous fleet vehicle routing and scheduling subject to mesh-like route layout constraints,"Bocewicz, Grzegorz and Banaszak, Zbigniew and Krenczyk, Damian",Advances in Intelligent Systems and Computing,2017,Compendex (Engineering Village) ,435 - 444,527,"The behavior of a Material Transportation System (MTS) encompassing movement of various transport modes has to be admissible, i.e. collision-and congestion-free, as to guarantee deadlock-free different flows of concurrently transported goods. Since the material flows following possible machining routes serviced by MTS determine its behavior the following questions occur: what kind of MTS structure can guarantee a given behavior, and what admissible behavior can be reachable in a given MTS structure? These questions are typical for vehicle routing problems which are computationally hard. Their formulation within the framework of mesh-like and fractal-like structures enables, however, to get a significant reduction on the size. Such structures enable to evaluate admissible routings and schedules following flow-paths of material transportation in a polynomial time. Considered in the paper production routes followed by MTS are serviced by operations subsequently executed by AGVs and machine tools. The transport operations performed by AGVs are arranged in a streaming closed-loops network where potential conflicts are resolved by priority dispatching rules assigned to shared resources. The main problem boils down to the searching for sufficient conditions guaranteeing MTS cyclic steady state behavior. Implementation of proposed conditions is illustrated through multiple examples. &copy; Springer International Publishing AG 2017.",inproceedings,,http://dx.doi.org/10.1007/978-3-319-47364-2_42,,,Artificial intelligence;Automatic guided vehicles;Fleet operations;Freight transportation;Machine tools;Materials handling;Mesh generation;Polynomial approximation;Scheduling;Soft computing;Transportation;Vehicle routing;,,21945357,English,Declarative models;Fractallike structures;Material transportation;Priority dispatching rules;Routing;Structure network;Vehicle routing and scheduling;Vehicle Routing Problems;,,"43234,0005208333","43255,1085185185",gxferreira,,Duplicated,
20170603328582,An iterated local search with guided perturbation for the heterogeneous fleet vehicle routing problem with time windows and three-dimensional loading constraints,"Turky, Ayad and Moser, I. and Aleti, Aldeida",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2017,Compendex (Engineering Village) ,279 - 290,10142 LNAI,"An Australian company is faced with the logistics problem of distributing small quantities of fibre boards to hundreds of customers every day. The resulting Heterogeneous Fleet Vehicle Routing Problem with Time Windows and Three-Dimensional Loading Constraints has to be solved within a single hour, hence the use of a heuristic instead of an exact method. In previous work, the loading was performed after optimising the routes, which in some cases generated infeasible solutions in need of a repair mechanism. In this work, the feasibility of the loading constraints is maintained during the route optimisation. Iterated Local Search has proved very effective at solving vehicle routing problems. Its success is mainly due to its biased sampling of locl optima. However, its performance heavily depends on the perturbation procedure. We trialled different perturbation procedures where the first one perturbs the given solution by moving deliveries that incur the highest cost on the objective function, whilst the second one moves deliveries that have been shifted less frequently by the local search in previous iterations. Our industry partner provided six sets of daily orders which have varied characteristics in terms of the number of customers, customer distribution, number of fibre boards and fibre boards&rsquo; sizes. Our investigations show that an instance becomes more constrained when the customer order contains many different board sizes, which makes it harder to find feasible solutions. The results show that the proposed perturbation procedures significantly enhances the performance of iterated local search specifically on such constrained problems. &copy; Springer International Publishing AG 2017.",inproceedings,,http://dx.doi.org/10.1007/978-3-319-51691-2_24,,,Artificial intelligence;Fleet operations;Heuristic methods;Local search (optimization);Optimization;Problem solving;Sales;Vehicle routing;Vehicles;,,03029743,English,Iterated local search;Loading constraints;Perturbation operator;Time windows;Vehicle Routing Problems;,,"43234,0005208333","43255,1073726852",gxferreira,,Duplicated,
20154601528553,A tangible collaborative decision support system for various variants of the vehicle routing problem,"Ploskas, Nikolaos and Athanasiadis, Ioannis and Papathanasiou, Jason and Samaras, Nikolaos",Lecture Notes in Business Information Processing,2015,Compendex (Engineering Village) ,73 - 84,216,"The Vehicle Routing Problem (VRP) is a well-known combinatorial optimization problem where a number of customers must be served with a fleet of vehicles. The classical variation of the VRP is the Capacicated Vehicle Routing Problem (CVRP) with the additional constraint that each vehicle must have uniform capacity. Many Decision Support Systems (DSS) have been implemented to solve real life problems of the VRP and its&rsquo; variants, but they do not allow multiple decision makers to explore several scenarios of a given problem simultaneously and collaborate with each other in order to find the best possible solution. In this paper, we extend our previous work [35] and incorporate in our spatial DSS four variants of the CVRP: (i) Distance Constrained Vehicle Routing Problem (DVRP), (ii) Vehicle Routing Problem with TimeWindows (VRPTW), (iii) Vehicle Routing Problem with Backhauls (VRPB), and (iv) Vehicle Routing Problem With Pickup and Delivery (VRPPD). This extension allows decision makers to solve specific routing problems according to their needs. The proposed collaborative spatial DSS allows two decision makers to collaborate with each other in order to find the best possible solution through a tangible interface. The locations are added through interactive Google Maps and other parameters through user-friendly forms that can be manipulated via tangible interfaces. The proposed DSS has been implemented using Java, TUIO protocol, jsprit, and Google Maps. &copy; Springer International Publishing Switzerland 2015.",inproceedings,,http://dx.doi.org/10.1007/978-3-319-18533-0-7,,,Artificial intelligence;Combinatorial optimization;Decision making;Decision support systems;Fleet operations;Geographic information systems;Interfaces (computer);Network routing;Optimization;Routing algorithms;User interfaces;Vehicle routing;Vehicles;,,18651348,English,Capacitated vehicle routing problem;Collaborative decisions;Combinatorial optimization problems;Decision support system (dss);Distance constrained vehicle routing problem;Tabletop displays;Tangible user interfaces;Vehicle Routing Problems;,,"43234,0005208333","43255,1068634259",gxferreira,,Duplicated,
20152100879275,A tangible collaborative decision support system for various variants of the vehicle routing problem,"Ploskas, Nikolaos and Athanasiadis, Ioannis and Papathanasiou, Jason and Samaras, Nikolaos",Lecture Notes in Business Information Processing,2015,Compendex (Engineering Village) ,73 - 84,216,"The Vehicle Routing Problem (VRP) is a well-known combinatorial optimization problem where a number of customers must be served with a fleet of vehicles. The classical variation of the VRP is the Capacicated Vehicle Routing Problem (CVRP) with the additional constraint that each vehicle must have uniform capacity. Many Decision Support Systems (DSS) have been implemented to solve real life problems of the VRP and its&rsquo; variants, but they do not allow multiple decision makers to explore several scenarios of a given problem simultaneously and collaborate with each other in order to find the best possible solution. In this paper, we extend our previous work [35] and incorporate in our spatial DSS four variants of the CVRP: (i) Distance Constrained Vehicle Routing Problem (DVRP), (ii) Vehicle Routing Problem with TimeWindows (VRPTW), (iii) Vehicle Routing Problem with Backhauls (VRPB), and (iv) Vehicle Routing Problem With Pickup and Delivery (VRPPD). This extension allows decision makers to solve specific routing problems according to their needs. The proposed collaborative spatial DSS allows two decision makers to collaborate with each other in order to find the best possible solution through a tangible interface. The locations are added through interactive Google Maps and other parameters through user-friendly forms that can be manipulated via tangible interfaces. The proposed DSS has been implemented using Java, TUIO protocol, jsprit, and Google Maps. &copy; Springer International Publishing Switzerland 2015.",article,,http://dx.doi.org/10.1007/978-3-319-18533-0_7,,,Artificial intelligence;Combinatorial optimization;Decision making;Decision support systems;Fleet operations;Geographic information systems;Interfaces (computer);Network routing;Optimization;Routing algorithms;User interfaces;Vehicle routing;Vehicles;,,18651348,English,Capacitated vehicle routing problem;Collaborative decisions;Combinatorial optimization problems;Decision support system (dss);Distance constrained vehicle routing problem;Tabletop displays;Tangible user interfaces;Vehicle Routing Problems;,,"43234,0005208333","43255,1067824074",gxferreira,,Duplicated,
20155201722066,An ant colony-based matheuristic approach for solving a class of vehicle routing problems,"Yldrm, Umman Mahir and Catay, Bulent",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2015,Compendex (Engineering Village) ,105 - 119,9335,"We propose a matheuristic approach to solve several types of vehicle routing problems (VRP). In the VRP, a fleet of capacitated vehicles visits a set of customers exactly once to satisfy their demands while obeying problem specific characteristics and constraints such as homogeneous or heterogeneous fleet, customer service time windows, single or multiple depots. The proposed matheuristic is based on an ant colony optimization (ACO) algorithm which constructs good feasible solutions. The routes obtained in the ACO procedure are accumulated in a pool as columns which are then fed to an integer programming (IP) optimizer that solves the set-partitioning (-covering) formulation of the particular VRP. The (near-)optimal solution found by the solver is used to reinforce the pheromone trails in ACO. This feedback mechanism between the ACO and IP procedures helps the matheuristic better converge to high quality solutions. We test the performance of the proposed matheuristic on different VRP variants using well-known benchmark instances from the literature. Our computational experiments reveal competitive results: we report six new best solutions and meet the best-known solution in 120 instances out of 193. &copy; Springer International Publishing Switzerland 2015.",inproceedings,,http://dx.doi.org/10.1007/978-3-319-24264-4_8,,,Algorithms;Artificial intelligence;Benchmarking;Customer satisfaction;Fleet operations;Integer programming;Network routing;Routing algorithms;Vehicle routing;Vehicles;,,03029743,English,Ant Colony Optimization algorithms;Capacitated vehicles;Computational experiment;Heterogeneous fleet;High-quality solutions;Matheuristic;Vehicle routing problem;Vehicle Routing Problems;,,"43234,0005208333","43255,1084143519",gxferreira,,Duplicated,
20181805126960,A column generation-based heuristic for a green vehicle routing problem with an unlimited heterogeneous fleet,"Ziebuhr, Mario and Buer, Tobias and Kopfer, Herbert","2017 IEEE Symposium Series on Computational Intelligence, SSCI 2017 - Proceedings",2018,Compendex (Engineering Village) ,1 - 8,2018-January,"The social pressure on freight carriers increases to account for emissions caused by their trucks. One way of doing this is to minimize total fuel consumption during vehicle routing. Fuel consumption is directly related to reducing greenhouse gas emissions. However, fuel consumption does not only depend on the driven distances but also on the payload. In this paper, a vehicle routing problem with an unlimited number of heterogeneous vehicles and a fuel consumption-minimization objective function is considered, which was introduced by Kopfer, Sch&ouml;nberger, and Kopfer [9]. It is denoted as EVRP-VC. Till now, the EVRP-VC has only been solved via a commercial solver. Some instances could not be solved within a time limit of 15 minutes. In this paper, a heuristic approach is applied for the first time to the EVRP-VC. An existing column generationbased heuristic is modified. We extend it by a procedure that conceptually modifies some fuel consumption parameters (FCM) which forces the heuristic to generate a more diverse set of tours assigned to different types of vehicles. The performance of the proposed heuristic is evaluated by means of computational benchmark experiments. In total 250 test instances are solved. It is demonstrated that the FCM procedure significantly contributes to increase solution quality. The proposed heuristic is able to compute 87 percent of the optimal (or best-known) solutions in significantly less computing times.<br/> &copy; 2017 IEEE.",inproceedings,,http://dx.doi.org/10.1109/SSCI.2017.8285433,,,Artificial intelligence;Benchmarking;Fleet operations;Fuels;Gas emissions;Greenhouse gases;Heuristic methods;Linear programming;Vehicles;,,,English,Benchmark experiments;Column generation;Commercial solvers;Heterogeneous fleet;Heterogeneous vehicles;Heuristic approach;Objective functions;Vehicle Routing Problems;,,"43234,0005208333","43255,1080902778",gxferreira,,Duplicated,
20162702570214,A decision support system based on hybrid metaheuristic for solving the constrained capacitated vehicle routing problem: The tunisian case,"Harzi, Marwa and Krichen, Saoussen",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2016,Compendex (Engineering Village) ,695 - 704,9692,"Various metaheuristic approaches have emerged in recent years to solve the capacitated vehicle routing problem (CVRP), a wellknown NP&minus;hard problem in routing. In CVRP, the objective is to design the route set at a lower cost for a homogenous fleet of vehicles, starting from and going back to the depot, to meet the needs and expectations of all the customers. In this paper, we propose an ILS-VND approach which is a hybrid of Iterated Local Search (ILS) and Variable Neighborhood Descent (VND) approaches. Although both ILS and VND approaches, independently provide good solutions, we found that the hybrid approach gives better solutions than either approach independently. We demonstrate the effectiveness of our approach through experiments carried out on widely used benchmark instances. Numerical experiments show that the proposed method outperforms other local searches and metaheuristics. We also, propose a Decision Support System (DSS) that integrates a Geographical Information System (GIS) to solve the problem under scrutiny. In order to demonstrate the performance of the proposed DSS in terms of solution quality, we apply it for a real case on the city of Jendouba in the north west of Tunisia. The results are then highlighted in a cartographic format using Google Maps. &copy; Springer International Publishing Switzerland 2016.",inproceedings,,http://dx.doi.org/10.1007/978-3-319-39378-059,,,Artificial intelligence;Benchmarking;Fleet operations;Geographic information systems;Information systems;Network routing;Numerical methods;Problem solving;Routing algorithms;Soft computing;Vehicles;,,03029743,English,Capacitated vehicle routing problem;CVRP;Decision support system (dss);Hybrid Meta-heuristic;Iterated local search;Meta-heuristic approach;Metaheuristic;Variable neighborhood descents;,,"43234,0005208333","43254,803599537",gxferreira,,Duplicated,
20141817644781,A risk management system for sustainable fleet replacement,"Ansaripoor, Amir H. and Oliveira, Fernando S. and Liret, Anne",European Journal of Operational Research,2014,Compendex (Engineering Village) ,701 - 712,237,This article analyzes the fleet management problem faced by a firm when deciding which vehicles to add to its fleet. Such a decision depends not only on the expected mileage and tasks to be assigned to the vehicle but also on the evolution of fuel and CO<inf>2</inf> emission prices and on fuel efficiency. This article contributes to the literature on fleet replacement and sustainable operations by proposing a general decision support system for the fleet replacement problem using stochastic programming and conditional value at risk (CVaR) to account for uncertainty in the decision process. The article analyzes how the CVaR associated with different types of vehicle is affected by the parameters in the model by reporting on the results of a real-world case study.,article,,http://dx.doi.org/10.1016/j.ejor.2014.02.006,,,Artificial intelligence;Carbon dioxide;Decision support systems;Risk management;Stochastic programming;Value engineering;,,03772217,English,Conditional Value-at-Risk;Decision process;Fleet management;Fleet replacement;Fuel efficiency;Real-world;Risk management systems;Sustainable operations;,,"43234,0005208333","43255,1069212963",gxferreira,,Duplicated,
20180304663242,Priority based Vehicle Routing for agile Blood transportation between Donor/Client Sites,"Karakoc, Mehmet and Gunay, Melih","2nd International Conference on Computer Science and Engineering, UBMK 2017",2017,Compendex (Engineering Village) ,795 - 799,,"In this paper, we study Vehicle Routing Problem (VRP) for Blood Transporters (BTs) and propose an efficient vehicle routing scheme for blood transportation between hospitals or Donor/Client Sites (DCSs) within a region that is based on Artificial Intelligence. It is assumed that each BT in a fleet of vehicles starts and completes its route at a blood-bank while visiting a subset of DCSs using the shortest path. However, unlike traditional logistic planning, blood transportation may be time critical. Therefore, in our approach, the vehicle routing is formulated to take into account the urgency of the requests and responses. Consequently, the objective of this study is to minimize the number of BTs while maintaining their minimum traveling lengths considering priority. In this regards, we extended the classical Capacitated VRP (CVRP) and reformulated requests to take into account the priority by assigning weight to each request. A hybrid meta-heuristic algorithm including Genetic Algorithms and Local Search is used to simulate transporting blood requests of DCSs. We challenged our approach with symmetrical CVRP instances taken from literature. In this case study, we observed that both the cost and response time are reduced dramatically for emergency.<br/> &copy; 2017 IEEE.",inproceedings,,http://dx.doi.org/10.1109/UBMK.2017.8093532,,,Fleet operations;Genetic algorithms;Heuristic algorithms;Local search (optimization);Vehicle routing;Vehicles;,,,English,Donor/Client Sites;Fleet of vehicles;Hybrid Meta-heuristic;Local search;Priority;Priority-based;Traveling length;Vehicle routing problem;,,"43234,0005208333","43255,1084375",gxferreira,,Duplicated,
20172603860965,Emission Characteristics of Vehicle Exhaust in Artery and Collector Roads in Nanjing Based on Real-time Traffic Data,"Li, Xiao-Yu and Wu, Lin and Zou, Chao and Zhang, Yi and Mao, Hong-Jun and Jing, Bo-Yu",Huanjing Kexue/Environmental Science,2017,Compendex (Engineering Village) ,1340 - 1347,38,"The vehicle emissions were estimated by the Urban High Temporal-Spatial Resolution Vehicle Emission Inventory Model and Decision Support System (hereinafter referred to as the HTSVE system) with the real-time data including traffic flow, average speed and fleet compositions obtained from Radio Frequency Identification (RFID) and emission factors based on COPERT. The study focused on the characteristics of vehicle emissions by means of non-parametric test and cluster analysis with ArcGIS in artery roads and collector roads in Nanjing, 2014. The result showed that the proportion of passenger cars reached up to 80%, and China 3 and China 4 accounted for over 90% while China 3 contributed most. The daily average emissions in special periods including morning, noon and evening were affected by both road types and weekend effect. The artery and collector roads were classified as 5 clusters. Each type had similar emission rates distribution and was affected by spatial position to support traffic management. &copy; 2017, Science Press. All right reserved.",article,,http://dx.doi.org/10.13227/j.hjkx.201608065,,,Artificial intelligence;Cluster analysis;Decision support systems;Fleet operations;Radio frequency identification (RFID);Traffic control;Transportation;Vehicles;,,02503301,Chinese,Artery and collector roads;Emission characteristics;Fleet composition;HTSVE system;Non-parametric test;Real-time traffic datum;Spatial resolution;Traffic management;,,"43234,0005208333","43255,1074189815",gxferreira,,Duplicated,
20161002048558,Image based recognition of dynamic traffic situations by evaluating the exterior surrounding and interior space of vehicles,"Hanel, A. and Kloden, H. and Hoegner, L. and Stilla, U.","International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",2015,Compendex (Engineering Village) ,161 - 168,40,"Today, cameras mounted in vehicles are used to observe the driver as well as the objects around a vehicle. In this article, an outline of a concept for image based recognition of dynamic traffic situations is shown. A dynamic traffic situation will be described by road users and their intentions. Images will be taken by a vehicle fleet and aggregated on a server. On these images, new strategies for machine learning will be applied iteratively when new data has arrived on the server. The results of the learning process will be models describing the traffic situation and will be transmitted back to the recording vehicles. The recognition will be performed as a standalone function in the vehicles and will use the received models. It can be expected, that this method can make the detection and classification of objects around the vehicles more reliable. In addition, the prediction of their actions for the next seconds should be possible. As one example how this concept is used, a method to recognize the illumination situation of a traffic scene is described. This allows to handle different appearances of objects depending on the illumination of the scene. Different illumination classes will be defined to distinguish different illumination situations. Intensity based features are extracted from the images and used by a classifier to assign an image to an illumination class. This method is being tested for a real data set of daytime and nighttime images. It can be shown, that the illumination class can be classified correctly for more than 80% of the images.",inproceedings,,http://dx.doi.org/10.5194/isprsarchives-XL-3-W3-161-2015,,,Artificial intelligence;Cameras;Fleet operations;Image analysis;Image recognition;Information science;Iterative methods;Learning systems;Object detection;Optical character recognition;Photogrammetry;Remote sensing;Space optics;,,16821750,English,Camera systems;Crowd sourced data;Dynamic traffic;Interior space;Learning process;Real data sets;Traffic situations;Vehicle fleets;,,"43234,0005208333","43255,1063657407",gxferreira,,Duplicated,
